id	tick_lower	tick_upper	ticks	deposited_token0	deposited_token1	total_deposited_usd	total_profit_usd	apr_30d	apr	duration_h	in_range_h	in_range_percent	impermanent_loss	price_lower	price_upper	price_range	price_mid	wallet	auto_rebalance	cutoff_tick_low	cutoff_tick_high	buffer_ticks_below	buffer_ticks_above	tick_spaces_below	tick_spaces_above	dust_bp	pool_id	pool_symbol
51409	42900	43000	100	123636722404612571202	4285549401218500857780	6474.57	66.91	31.00	377.19	1	1	100	0.04	72.9508	73.6840	0.7331	73.3174	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
296183	-82300	-80800	1500	38695725549223334907572	6174072908985959209	31660.76	66.48	3.15	38.32	30	24	80	0.02	0.0003	0.0003	0.0000	0.0003	0x8fe391f986d23B824dD9910b25Bd8f39d51d7bAE	0	0	0	0	0	15	14	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
127135	-81650	-80650	1000	11730157500429135688767	3530538914142575367	12583.68	66.27	5.27	64.08	54	54	100	0.00	0.0003	0.0003	0.0000	0.0003	0x06e08BF99939D5f7B1Bb740994C44714aAe1eD2A	0	0	0	0	0	10	9	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
101852	51700	52300	600	159095344661624840010	17771276100058699224951	14950.05	66.14	13.27	161.47	7	7	100	0.01	175.8694	186.7440	10.8746	181.3067	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	2	3	50	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
275219	-83700	-81750	1950	17654349786715529323417	9674130625230729743	26787.89	66.04	3.70	44.99	30	30	100	0.14	0.0002	0.0003	0.0000	0.0003	0x8D11ceb5f689483aa27960487a90DB51Ff7Ac529	1	-887272	887272	0	0	26	12	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
203806	49800	50000	200	117710411628103815990	19226931404721704474958	14343.50	65.19	13.63	165.89	13	13	100	0.00	145.4382	148.3761	2.9379	146.9071	0xB061422B98400f002D3091a776E3e35822d6cf66	1	-887272	887272	0	0	1	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
644352	202600	203000	400	1603967023	1424449739782907764	4167.98	65.13	23.44	285.19	26	26	100	0.01	628588298.8446	654240165.5743	25651866.7297	641414232.2094	0xa58573e68F4179F6b1e66c6fcf31a5A77951a6c5	1	-887272	887272	50	50	2	1	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
187243	198400	198800	400	19481894036	9430490945917177186	36456.78	64.94	5.34	65.02	8	8	100	0.02	413020615.4925	429875446.8737	16854831.3812	421448031.1831	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	2	1	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
191974	-82950	-81000	1950	19026212991642947058084	10876549234325852184	29680.71	64.83	6.55	79.73	19	19	100	0.27	0.0002	0.0003	0.0001	0.0003	0x8D11ceb5f689483aa27960487a90DB51Ff7Ac529	1	-887272	887272	0	0	26	12	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
444989	-82700	-82100	600	24569250918286703231564	6538418186457655304	24815.42	64.70	7.82	95.16	11	11	100	0.00	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	6	5	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
630870	269350	269850	500	11981899	7789612180933906425	25401.11	64.59	2.54	30.94	58	26	46	0.01	497894149300.6421	523420419749.0363	25526270448.3942	510657284524.8392	0xABaa74f333518fFd9f47CEc3B3262930eBA7c112	0	0	0	0	0	0	0	0	0x6b19c48449ce9de4254a883749257be5da660bfb	WBTC/WETH
256731	49500	50000	500	176822832657625169796	22926237618583114094608	18330.26	64.20	10.51	127.83	5	5	100	0.19	141.1400	148.3761	7.2360	144.7580	0x4c9F0dF5bFDc1Fa051E7F3D65f284D001C30Bbc8	1	-887272	887272	0	0	2	2	50	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
145713	198500	199300	800	3290799471	2760064615930261753	8258.92	64.14	11.65	141.73	30	30	100	0.00	417171333.1156	451914502.6277	34743169.5121	434542917.8716	0x83dE356B10Ec78D22d1735621a4B79bF108cE005	1	-887272	887272	0	0	5	2	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
367495	-82850	-82650	200	16541473590377257678390	11436074484031149702	29368.46	64.10	6.55	79.67	5	5	100	0.00	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	2	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
661450	202100	202600	500	3181588448	1877369132264216600	6560.85	63.91	29.22	355.57	24	24	100	0.00	597933180.4892	628588298.8446	30655118.3553	613260739.6669	0xd1f7317CdEFe7F702033CA46dBAE418e95e2154b	1	-887272	887272	25	25	2	2	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
184460	-81250	-81150	100	19461544201486137071407	4592897513290435117	18601.30	63.77	10.28	125.13	5	4	80	0.01	0.0003	0.0003	0.0000	0.0003	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	1	0	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
324365	-82800	-82600	200	30456627337245925192844	8854795039612919706	32111.10	63.73	5.95	72.44	3	3	100	0.00	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	2	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
275057	-83650	-82250	1400	13916110533531075683927	14375921747751135048	33266.11	63.72	5.75	69.91	16	16	100	0.08	0.0002	0.0003	0.0000	0.0003	0x8D11ceb5f689483aa27960487a90DB51Ff7Ac529	1	-887272	887272	0	0	22	5	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
671440	202000	202400	400	1746474056	1195537232190623719	3898.44	63.57	24.46	297.60	40	35	88	0.00	591983941.9086	616142032.6842	24158090.7756	604062987.2964	0xa58573e68F4179F6b1e66c6fcf31a5A77951a6c5	1	-887272	887272	50	50	2	1	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
429854	200700	201200	500	5066690144	2334286343852573192	9268.41	63.32	10.25	124.67	27	27	100	0.02	519821773.1736	546472239.3131	26650466.1395	533147006.2434	0xd1f7317CdEFe7F702033CA46dBAE418e95e2154b	1	-887272	887272	25	25	2	2	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
156598	50300	50400	100	45791160659278756210	5287636148164586838320	4396.20	63.11	43.06	523.95	3	3	100	0.00	152.8946	154.4311	1.5365	153.6628	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
232412	47700	47900	200	4773861655268745999	2641813343601029858066	1587.22	62.99	59.53	724.32	35	35	100	0.22	117.8911	120.2726	2.3814	119.0818	0xa977D683F8930f6c679CDc7dd566cf65B51EEaDf	1	-887272	887272	0	0	1	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
612083	203400	203900	500	2839643203	2638713275661153024	7589.33	62.89	24.86	302.44	6	6	100	0.16	680938851.4508	715849543.4229	34910691.9721	698394197.4369	0xd1f7317CdEFe7F702033CA46dBAE418e95e2154b	1	-887272	887272	25	25	2	2	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
379980	199800	200300	500	4110723843	2447228174203389703	8515.73	62.81	7.38	89.73	61	61	100	0.00	475083467.0147	499440268.7196	24356801.7050	487261867.8671	0xd1f7317CdEFe7F702033CA46dBAE418e95e2154b	1	-887272	887272	25	25	2	2	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
62192	46700	47000	300	75820360561837087335	6529453845194366943729	6077.26	62.76	30.98	376.91	11	11	100	1.87	106.6728	109.9213	3.2485	108.2971	0x1a8441c133eaf7CdD9CB82749FA1aE4e788d330b	0	0	0	0	0	1	1	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
212817	49500	49700	200	86163966178287756242	23096531717397264103769	15371.54	62.69	12.23	148.85	8	8	100	0.03	141.1400	143.9911	2.8511	142.5656	0xB061422B98400f002D3091a776E3e35822d6cf66	1	-887272	887272	0	0	1	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
228841	49000	49100	100	353489080551212429357	2823014842542121811180	13419.34	62.57	13.99	170.18	1	1	100	0.05	134.2569	135.6061	1.3492	134.9315	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
157820	199200	200200	1000	15000000000	7716687915930436796	28890.04	61.89	6.43	78.20	10	10	100	0.02	447418101.8895	494471002.2325	47052900.3430	470944552.0610	0x4424093Bd62Cff6B0ff9499172Cc70E8788f74FC	1	-887272	887272	0	0	5	4	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
54684	43100	43300	200	74891254287993945703	501668212030912605081	2790.99	61.27	65.85	801.23	2	2	100	0.01	74.4244	75.9278	1.5034	75.1761	0x1a8441c133eaf7CdD9CB82749FA1aE4e788d330b	0	0	0	0	0	1	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101793	51700	52400	700	1,77E+20	15615422534291116219032	14388.38	61.18	12.76	155.21	8	8	100	0.07	175.8694	188.6207	12.7513	182.2450	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	2	4	50	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
54864	43200	43300	100	105231128017581932544	5046006818133728715158	6265.87	60.99	29.20	355.29	2	2	100	0.00	75.1724	75.9278	0.7555	75.5501	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
205768	-82950	-82150	800	10213670125292447639732	3149745819692931512	11093.00	60.82	8.22	100.06	43	42	98	0.06	0.0002	0.0003	0.0000	0.0003	0x06e08BF99939D5f7B1Bb740994C44714aAe1eD2A	0	0	0	0	0	8	7	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
149577	50400	50500	100	49707204198159133686	1288662432785127212549	2368.53	60.59	76.75	933.75	3	3	100	0.01	154.4311	155.9831	1.5520	155.2071	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
318476	-82850	-82650	200	17696795832806967475584	12486842769546265658	31873.32	60.58	5.70	69.37	3	3	100	0.02	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	2	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
376238	-82250	-82050	200	24550736339700258719206	9177663511570276821	29556.24	60.58	6.15	74.81	4	4	100	0.00	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	2	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
101817	51700	52400	700	1,77E+20	15615422534291116219032	14388.38	59.97	12.50	152.12	8	8	100	0.07	175.8694	188.6207	12.7513	182.2450	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	2	4	50	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
193519	49700	50500	800	159035374126142579476	16821655967017542621049	14435.23	59.51	12.37	150.47	17	17	100	0.30	143.9911	155.9831	11.9920	149.9871	0xEB9f0e1c46CF254cAB9bE3AE1649900123B06Ed1	1	-887272	887272	0	0	3	4	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
203818	49800	50100	300	209444282452774346201	17339337389668958358414	16411.04	59.47	10.87	132.27	13	13	100	0.00	145.4382	149.8672	4.4290	147.6527	0x4c9F0dF5bFDc1Fa051E7F3D65f284D001C30Bbc8	1	-887272	887272	0	0	1	1	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
279063	50100	50500	400	34166009227225556105	3756466799204562326762	3178.18	59.44	56.11	682.64	15	15	100	0.05	149.8672	155.9831	6.1159	152.9251	0x882638Bb82B1050759414cD88195399FDa3044B2	1	-887272	887272	0	0	1	2	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
380990	199700	200100	400	3187982209	2241594553266469262	7222.85	59.43	8.23	100.11	54	54	100	0.01	470356542.6974	489551178.3132	19194635.6159	479953860.5053	0xa58573e68F4179F6b1e66c6fcf31a5A77951a6c5	1	-887272	887272	50	50	2	1	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
585324	-82350	-81750	600	22891254467356965425429	6408069805727768185	23689.78	59.32	7.51	91.40	12	12	100	0.00	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	6	5	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
131731	49500	49700	200	180186987903478366208	3878927855814937929724	8157.91	59.09	21.73	264.39	1	1	100	0.01	141.1400	143.9911	2.8511	142.5656	0xcFba021139c6EA743483D49b73146CbED493e3b2	1	-887272	887272	0	0	0	1	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
86908	0	5	5	18142669310	8752730760	26895.40	59.05	6.59	80.14	1	1	100	0.00	1.2000	1.2005	0.0005	1.2003	0x70E905581C392f3AbA40587D905979dCfaa688c1	0	0	0	0	0	0	0	0	0x2c13383855377faf5a562f1aef47e4be7a0f12ac	USDC.e/scUSD
121023	-81300	-79300	2000	39933899677849462238497	9480944716048958618	38270.60	58.91	2.31	28.09	26	26	100	0.08	0.0003	0.0004	0.0001	0.0003	0x8fe391f986d23B824dD9910b25Bd8f39d51d7bAE	0	0	0	0	0	20	19	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
285605	50400	50800	400	42376435942572711862	2263263586989988384718	2648.13	58.70	33.25	404.57	31	31	100	0.00	154.4311	160.7332	6.3021	157.5822	0x882638Bb82B1050759414cD88195399FDa3044B2	1	-887272	887272	0	0	1	2	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
184723	198000	198400	400	15479093433	11326248903201140036	35866.34	58.56	4.90	59.59	5	5	100	0.01	396826639.1169	413020615.4925	16193976.3755	404923627.3047	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	2	1	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
125364	51700	51900	200	136767509991557800189	17021618076217335701199	13793.90	58.55	12.73	154.93	5	5	100	0.05	175.8694	179.4220	3.5526	177.6457	0xD0E1Ffd6CE9423B27d9Ae59fD1711dd7B3Cd2bFE	1	-887272	887272	0	0	0	1	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
575968	-82650	-82050	600	20147273090659477282502	7196879503626207996	23652.59	58.27	7.39	89.92	12	12	100	0.01	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	6	5	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
288731	-83050	-81100	1950	16328578924707095871523	9881901901317889629	26457.90	58.12	3.30	40.09	33	33	100	0.00	0.0002	0.0003	0.0001	0.0003	0x8D11ceb5f689483aa27960487a90DB51Ff7Ac529	1	-887272	887272	0	0	26	12	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
172520	-80150	-80100	50	18346929781942405874868	4245172164779631033	17383.53	57.90	9.99	121.58	2	1	50	0.00	0.0003	0.0003	0.0000	0.0003	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	0	0	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
236944	-83800	-83750	50	355326323849733434565	4631347445622649384	8525.10	57.89	20.37	247.86	2	1	50	0.00	0.0002	0.0002	0.0000	0.0002	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
86058	53400	55000	1600	75139139650096432197	18928555652634209179217	12749.85	57.87	13.62	165.66	12	12	100	0.26	208.4570	244.6247	36.1676	226.5409	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	8	7	50	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
161766	198800	199600	800	2448760491	3018782891691697660	7882.57	57.54	7.30	88.82	50	50	100	0.13	429875446.8737	465676649.7231	35801202.8494	447776048.2984	0x83dE356B10Ec78D22d1735621a4B79bF108cE005	1	-887272	887272	0	0	5	2	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
369150	-82750	-82550	200	30022979421978110585247	7999862396310502362	30341.95	57.54	5.69	69.22	5	5	100	0.01	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	2	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
404435	-81150	-80800	350	19245404099557430589802	12909952760741048476	33457.22	57.45	5.15	62.68	7	7	100	0.01	0.0003	0.0003	0.0000	0.0003	0x336e7e9BbA73FA2018Afb867332a0D62Bbc3C087	1	-887272	887272	0	0	3	3	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
116561	-3	-2	1	49277068676	38421068294	87698.14	57.44	0.49	5.98	75	26	35	0.00	0.9997	0.9998	0.0001	0.9998	0xF096CC426fA2229f1e31E5e19e3C3C93e91F36eF	0	0	0	0	0	0	0	0	0x9053fe060f412ad5677f934f89e07524343ee8e7	USDC.e/USDT
145066	49600	49700	100	8927583013038659343	5774126823335317733376	3418.44	57.28	50.27	611.57	2	2	100	0.02	142.5584	143.9911	1.4327	143.2748	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	1000	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101804	51700	52400	700	1,66E+20	14644972546284323685646	13494.19	57.12	12.70	154.51	8	8	100	0.07	175.8694	188.6207	12.7513	182.2450	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	2	4	50	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
231468	-85050	-82050	3000	2296024011491897786035	556917343984749459	2221.64	57.10	02.03	24.69	908	541	60	0.78	0.0002	0.0003	0.0001	0.0002	0xf15d1e19bf313A648952Fc5558c39d20B00aD76e	0	0	0	0	0	30	29	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
186751	-81350	-81250	100	24092371882489388493489	3173860003099297792	18506.00	57.03	9.25	112.49	7	2	29	0.00	0.0003	0.0003	0.0000	0.0003	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	1	0	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
208476	49400	49600	200	56353501976455799340	8941757476665483757394	6724.84	56.82	25.35	308.37	12	12	100	0.04	139.7357	142.5584	2.8227	141.1471	0x3212dfcEb8D1858b872012d23132C3C71fb8E296	1	-887272	887272	0	0	1	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
308198	-82500	-82300	200	28913779841201096131925	9491749258901235521	32438.37	56.74	5.25	63.85	4	4	100	0.01	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	2	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
504265	-82800	-82200	600	21031345071695254003337	7597147559113822106	24842.51	56.64	6.84	83.22	10	10	100	0.00	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	6	5	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
67217	49800	50800	1000	127868738585307720721	13110879654896594568343	11382.66	56.63	14.92	181.59	7	7	100	0.06	145.4382	160.7332	15.2951	153.0857	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	4	5	50	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
271458	-83250	-83100	150	54062161256092968256296	6727202196524949950	40815.97	56.50	4.15	50.53	1	1	100	0.00	0.0002	0.0002	0.0000	0.0002	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	1	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
59935	46900	47100	200	84935381689875909401	6177434853492181066061	6193.89	56.36	27.30	332.15	3	2	67	0.00	108.8277	111.0260	2.1984	109.9268	0x1a8441c133eaf7CdD9CB82749FA1aE4e788d330b	0	0	0	0	0	1	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
371858	-82800	-81900	900	26809686553166517789736	8440243308277171863	29428.38	56.33	5.74	69.87	22	17	77	0.14	0.0003	0.0003	0.0000	0.0003	0x336e7e9BbA73FA2018Afb867332a0D62Bbc3C087	1	-887272	887272	0	0	9	8	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
614563	203100	203600	500	3304644760	2269100793536063564	7389.03	56.23	22.83	277.79	11	11	100	0.15	660815058.1659	694694034.0783	33878975.9125	677754546.1221	0xd1f7317CdEFe7F702033CA46dBAE418e95e2154b	1	-887272	887272	25	25	2	2	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
231946	-83450	-83400	50	17911155774525503002861	643757386402706272	10669.59	56.00	15.74	191.56	2	2	100	0.00	0.0002	0.0002	0.0000	0.0002	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
333775	-82850	-82650	200	21288437707988014513363	10932776208169586055	30983.16	55.95	5.42	65.91	2	2	100	0.00	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	2	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
72126	-82650	-81950	700	13382713341842130040619	4034966652359429095	14369.16	55.75	11.64	141.61	10	10	100	0.00	0.0003	0.0003	0.0000	0.0003	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	7	6	50	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
160298	-82150	-80150	2000	34269822385977445919748	10720480427564347924	37494.14	55.74	2.23	27.13	25	25	100	0.16	0.0003	0.0003	0.0001	0.0003	0x8fe391f986d23B824dD9910b25Bd8f39d51d7bAE	0	0	0	0	0	20	19	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
325421	48700	49000	300	23481946453212338916	3803424859972168968592	2844.02	55.48	58.52	711.99	19	19	100	0.00	130.2892	134.2569	3.9677	132.2730	0x882638Bb82B1050759414cD88195399FDa3044B2	1	-887272	887272	0	0	1	1	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
231209	47800	48500	700	63025707888876084722	11850867274037096074258	8520.28	55.38	0.40	4.84	1176	81	7	4.62	119.0759	127.7094	8.6335	123.3927	0xb05558258d079E389aF967E66A26C186D2994662	1	-887272	887272	0	0	4	2	300	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
323113	48500	49400	900	61885545131026447309	7753649677329423891331	6269.42	55.20	26.41	321.37	12	12	100	0.00	127.7094	139.7357	12.0263	133.7226	0xb05558258d079E389aF967E66A26C186D2994662	1	-887272	887272	0	0	4	4	300	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
185910	-82200	-80200	2000	33347631245712749597626	9888604256337616069	35507.08	55.16	4.66	56.71	23	23	100	0.26	0.0003	0.0003	0.0001	0.0003	0x8fe391f986d23B824dD9910b25Bd8f39d51d7bAE	0	0	0	0	0	20	19	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
374468	-82400	-82200	200	26746525402441994616402	8663351072547306397	29796.44	55.00	5.54	67.38	5	5	100	0.01	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	2	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
401044	-81350	-80950	400	21098024304264577067303	8341922179324404309	26218.51	54.89	6.28	76.41	8	8	100	0.01	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	4	3	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
236712	-83750	-83700	50	28793245390348209826315	4955551663673783686	24209.21	54.86	6.80	82.71	1	1	100	0.00	0.0002	0.0002	0.0000	0.0002	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	0	0	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
61877	46700	46800	100	40625513453991214133	8578417167382681749145	5999.39	54.83	27.42	333.59	1	1	100	0.00	106.6728	107.7449	1.0720	107.2088	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
65697	50600	50700	100	19930987106295991204	5466965420423252938850	3622.84	54.62	45.23	550.26	4	4	100	0.03	157.5507	159.1340	1.5833	158.3423	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
86011	53600	54700	1100	100755265306302309307	29860902167916137979030	19515.30	54.28	8.34	101.53	4	4	100	0.10	212.6679	237.3953	24.7273	225.0316	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	6	4	50	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
280255	49600	51000	1400	77647665661053191727	9059106717301166116791	7504.76	54.24	10.84	131.89	28	28	100	0.02	142.5584	163.9801	21.4217	153.2693	0xa464aFbE33932D1C98d03e5e6A44f9e89c9c8b47	1	-887272	887272	0	0	9	4	300	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
623390	269050	269550	500	13451100	4516387424219183481	20904.68	54.15	2.59	31.52	57	11	19	0.04	483179878089.7032	507951770389.8321	24771892300.1289	495565824239.7676	0xABaa74f333518fFd9f47CEc3B3262930eBA7c112	0	0	0	0	0	0	0	0	0x6b19c48449ce9de4254a883749257be5da660bfb	WBTC/WETH
